refund_id,refund_key,order_id,refund_date,refund_date_if_day_first,refund_date_if_month_first,refund_amount_ngn,reason,processed_by,dq_flags
RF-12310,RF-12310,ORD516964,2024-09-11,Not applicable,Not applicable,13300.0,Damaged,Support,No issues
RF-12324,RF-12324,ORD502618,2023-05-01,Not applicable,Not applicable,4500.0,Changed mind,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-12336,RF-12336,ORD519954,2024-12-17,Not applicable,Not applicable,8550.0,Changed mind,Support,amount_written_as_negative
RF-12348,RF-12348,ORD504554,2023-08-04,Not applicable,Not applicable,36200.0,Duplicate order,Auto,No issues
RF-12350,RF-12350,ORD505684,2023-09-27,Not applicable,Not applicable,29800.0,Duplicate order,Ops,No issues
RF-12353,RF-12353,ORD523482,2025-02-04,Not applicable,Not applicable,65500.0,Late delivery,Support,amount_written_as_negative
RF-12377,RF-12377,ORD510801,2024-02-04,Not applicable,Not applicable,200500.0,Duplicate order,Auto,No issues
RF-12395,RF-12395,ORD516686,2024-08-18,Not applicable,Not applicable,143600.0,Changed mind,Support,No issues
RF-12396,RF-12396,ORD507971,2023-12-14,Not applicable,Not applicable,13000.0,Changed mind,Unknown,amount_written_as_negative
RF-12409,RF-12409-1,ORD517594,2024-09-14,Not applicable,Not applicable,8400.0,Not as pictured,Ops,refund_id_shared_with_other_refunds
RF-12409,RF-12409-2,ORD517451,2024-10-10,Not applicable,Not applicable,8400.0,Changed mind,Ops,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-12440,RF-12440,ORD506707,2023-10-08,Not applicable,Not applicable,2500.0,Not as pictured,Unknown,amount_written_as_negative
RF-12482,RF-12482,ORD506012,2023-09-14,Not applicable,Not applicable,14700.0,Late delivery,Unknown,No issues
RF-12508,RF-12508,ORD523216,2025-01-28,Not applicable,Not applicable,4950.0,Duplicate order,Ops,No issues
RF-12514,RF-12514,ORD524635,2025-03-19,Not applicable,Not applicable,15400.0,Not as pictured,Auto,No issues
RF-12527,RF-12527,ORD512821,2024-03-30,Not applicable,Not applicable,32800.0,Changed mind,Unknown,amount_written_as_negative
RF-12542,RF-12542,ORD528609,2025-07-05,Not applicable,Not applicable,10400.0,Damaged,Auto,amount_written_as_negative
RF-12547,RF-12547-1,ORD520536,2025-01-01,Not applicable,Not applicable,56200.0,Wrong size,Support,refund_id_shared_with_other_refunds
RF-12547,RF-12547-2,ORD506568,2023-10-26,Not applicable,Not applicable,27450.0,Not as pictured,Auto,refund_id_shared_with_other_refunds
RF-12555,RF-12555,ORD517630,2024-09-08,Not applicable,Not applicable,7350.0,Wrong size,Support,refund_date_format_resolved_by_refund_window
RF-12560,RF-12560-1,ORD503100,2023-05-21,Not applicable,Not applicable,45900.0,Unknown,Auto,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-12560,RF-12560-2,ORD508331,2024-01-02,Not applicable,Not applicable,81800.0,Wrong size,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-12606,RF-12606,ORD511510,2024-02-20,Not applicable,Not applicable,22500.0,Not as pictured,Support,No issues
RF-12611,RF-12611,ORD521379,2024-12-14,Not applicable,Not applicable,3050.0,Not as pictured,Unknown,No issues
RF-12621,RF-12621,ORD502685,2023-06-03,Not applicable,Not applicable,3900.0,Changed mind,Auto,No issues
RF-12622,RF-12622,ORD521786,2025-01-16,Not applicable,Not applicable,9750.0,Damaged,Ops,No issues
RF-12637,RF-12637,ORD525345,2025-04-23,Not applicable,Not applicable,3000.0,Duplicate order,Support,amount_written_as_negative
RF-12655,RF-12655,ORD516026,2024-07-28,Not applicable,Not applicable,44700.0,Duplicate order,Support,amount_written_as_negative
RF-12669,RF-12669,ORD513548,2024-05-30,Not applicable,Not applicable,2900.0,Wrong size,Support,amount_written_as_negative
RF-12683,RF-12683,ORD500144,2023-01-16,Not applicable,Not applicable,98600.0,Damaged,Support,No issues
RF-12686,RF-12686,ORD517574,2024-09-25,Not applicable,Not applicable,2600.0,Changed mind,Support,amount_written_as_negative
RF-12690,RF-12690,ORD506054,2023-10-05,Not applicable,Not applicable,191500.0,Damaged,Support,amount_written_as_negative
RF-12692,RF-12692,ORD516528,2024-08-02,Not applicable,Not applicable,9700.0,Duplicate order,Auto,amount_written_as_negative
RF-12701,RF-12701,ORD504427,2023-07-21,Not applicable,Not applicable,44200.0,Damaged,Auto,No issues
RF-12721,RF-12721,ORD523855,2025-03-11,Not applicable,Not applicable,344500.0,Late delivery,Unknown,amount_written_as_negative
RF-12726,RF-12726,ORD502646,2023-05-23,Not applicable,Not applicable,21800.0,Damaged,Support,amount_written_as_negative
RF-12731,RF-12731,ORD525047,2025-04-23,Not applicable,Not applicable,36800.0,Unknown,Support,amount_written_as_negative
RF-12746,RF-12746,ORD528392,2025-06-23,Not applicable,Not applicable,80600.0,Changed mind,Ops,No issues
RF-12766,RF-12766,ORD500794,2023-02-06,Not applicable,Not applicable,5300.0,Wrong size,Support,No issues
RF-12789,RF-12789,ORD508838,2023-12-05,Not applicable,Not applicable,4400.0,Late delivery,Support,refund_date_format_resolved_by_refund_window
RF-12792,RF-12792,ORD513049,2024-04-03,Not applicable,Not applicable,25800.0,Damaged,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-12794,RF-12794,ORD514910,2024-06-23,Not applicable,Not applicable,60350.0,Changed mind,Support,amount_written_as_negative
RF-12796,RF-12796,ORD505399,2023-08-19,Not applicable,Not applicable,8500.0,Unknown,Unknown,No issues
RF-12799,RF-12799-1,ORD503898,2023-07-25,Not applicable,Not applicable,10900.0,Wrong size,Unknown,refund_id_shared_with_other_refunds
RF-12799,RF-12799-2,ORD505828,2023-09-11,Not applicable,Not applicable,47600.0,Damaged,Support,refund_id_shared_with_other_refunds
RF-12814,RF-12814,ORD501525,2023-03-08,Not applicable,Not applicable,74200.0,Late delivery,Auto,amount_written_as_negative
RF-12819,RF-12819,ORD500638,2023-03-09,Not applicable,Not applicable,6700.0,Duplicate order,Support,No issues
RF-12820,RF-12820,ORD512941,2024-04-19,Not applicable,Not applicable,25000.0,Wrong size,Auto,amount_written_as_negative
RF-12830,RF-12830,ORD511680,2024-03-10,Not applicable,Not applicable,31000.0,Damaged,Ops,refund_date_format_resolved_by_refund_window
RF-12834,RF-12834,ORD516756,2024-09-16,Not applicable,Not applicable,48200.0,Duplicate order,Support,No issues
RF-12838,RF-12838,ORD512596,2024-04-10,Not applicable,Not applicable,0.0,Changed mind,Unknown,refund_date_format_resolved_by_refund_window
RF-12894,RF-12894,ORD526227,2025-04-20,Not applicable,Not applicable,14300.0,Duplicate order,Support,amount_written_as_negative
RF-12910,RF-12910,ORD521845,2025-01-17,Not applicable,Not applicable,6900.0,Wrong size,Support,No issues
RF-12918,RF-12918,ORD526477,2025-04-27,Not applicable,Not applicable,24200.0,Duplicate order,Unknown,amount_written_as_negative
RF-12920,RF-12920,ORD514910,2024-06-10,Not applicable,Not applicable,4700.0,Late delivery,Support,No issues
RF-12930,RF-12930,ORD502077,2023-04-02,Not applicable,Not applicable,2000.0,Damaged,Auto,No issues
RF-12933,RF-12933,ORD523758,2025-02-22,Not applicable,Not applicable,13500.0,Wrong size,Auto,amount_written_as_negative
RF-12954,RF-12954,ORD501827,2023-04-11,Not applicable,Not applicable,3800.0,Wrong size,Support,refund_date_format_resolved_by_refund_window
RF-12963,RF-12963,ORD525838,2025-04-10,Not applicable,Not applicable,5100.0,Duplicate order,Unknown,refund_date_format_resolved_by_refund_window
RF-12967,RF-12967,ORD512924,2024-04-25,Not applicable,Not applicable,24800.0,Changed mind,Support,amount_written_as_negative
RF-12977,RF-12977,ORD527434,2025-06-07,Not applicable,Not applicable,5700.0,Duplicate order,Auto,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-12978,RF-12978,ORD515287,2024-07-11,Not applicable,Not applicable,16700.0,Late delivery,Support,No issues
RF-12982,RF-12982,ORD504272,2023-07-02,Not applicable,Not applicable,2400.0,Late delivery,Support,No issues
RF-12986,RF-12986,ORD526288,2025-04-24,Not applicable,Not applicable,52200.0,Late delivery,Unknown,amount_written_as_negative
RF-12989,RF-12989,ORD509279,2023-12-11,Not applicable,Not applicable,82700.0,Changed mind,Unknown,No issues
RF-12991,RF-12991,ORD503930,2023-06-27,Not applicable,Not applicable,20500.0,Changed mind,Support,No issues
RF-12994,RF-12994,ORD512433,2024-04-02,Not applicable,Not applicable,41000.0,Changed mind,Auto,refund_date_format_resolved_by_refund_window
RF-13000,RF-13000,ORD504455,2023-07-16,Not applicable,Not applicable,5750.0,Changed mind,Support,amount_written_as_negative
RF-13002,RF-13002,ORD504935,2023-08-07,Not applicable,Not applicable,4800.0,Late delivery,Ops,No issues
RF-13009,RF-13009,ORD521573,2024-12-23,Not applicable,Not applicable,18900.0,Late delivery,Support,amount_written_as_negative
RF-13028,RF-13028,ORD506721,2023-10-28,Not applicable,Not applicable,8300.0,Late delivery,Support,No issues
RF-13046,RF-13046,ORD503036,2023-06-19,Not applicable,Not applicable,103800.0,Changed mind,Auto,No issues
RF-13055,RF-13055,ORD508862,2024-01-08,Not applicable,Not applicable,394500.0,Not as pictured,Support,No issues
RF-13062,RF-13062,ORD523529,2025-03-07,Not applicable,Not applicable,4400.0,Damaged,Support,amount_written_as_negative
RF-13069,RF-13069-1,ORD519452,2024-11-11,Not applicable,Not applicable,6000.0,Damaged,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-13069,RF-13069-2,ORD507060,2023-11-07,Not applicable,Not applicable,13000.0,Duplicate order,Support,refund_id_shared_with_other_refunds
RF-13074,RF-13074,ORD522858,2025-01-29,Not applicable,Not applicable,15100.0,Unknown,Unknown,amount_written_as_negative
RF-13079,RF-13079,ORD512202,2024-04-18,Not applicable,Not applicable,2000.0,Changed mind,Ops,No issues
RF-13121,RF-13121,ORD515698,2024-07-02,Not applicable,Not applicable,11200.0,Changed mind,Auto,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-13132,RF-13132,ORD515784,2024-07-25,Not applicable,Not applicable,5300.0,Duplicate order,Auto,amount_written_as_negative
RF-13135,RF-13135,ORD528983,2025-07-04,Not applicable,Not applicable,116000.0,Wrong size,Support,"amount_written_as_negative,refund_exceeds_order_value"
RF-13147,RF-13147,ORD521644,2025-01-23,Not applicable,Not applicable,58900.0,Duplicate order,Support,amount_written_as_negative
RF-13159,RF-13159,ORD513518,2024-05-16,Not applicable,Not applicable,17400.0,Changed mind,Unknown,amount_written_as_negative
RF-13163,RF-13163,ORD513153,2024-04-28,Not applicable,Not applicable,16700.0,Not as pictured,Unknown,No issues
RF-13165,RF-13165,ORD528986,Unknown,2025-07-08,2025-08-07,65500.0,Damaged,Unknown,"refund_date_ambiguous,amount_written_as_negative"
RF-13191,RF-13191,ORD517711,2024-10-15,Not applicable,Not applicable,26500.0,Changed mind,Ops,refund_exceeds_order_value
RF-13196,RF-13196,ORD508440,2023-11-29,Not applicable,Not applicable,4250.0,Not as pictured,Unknown,No issues
RF-13212,RF-13212,ORD517012,2024-08-31,Not applicable,Not applicable,33200.0,Changed mind,Support,No issues
RF-13236,RF-13236-1,ORD516230,2024-07-29,Not applicable,Not applicable,6500.0,Unknown,Support,refund_id_shared_with_other_refunds
RF-13236,RF-13236-2,ORD515911,2024-08-04,Not applicable,Not applicable,13000.0,Not as pictured,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-13242,RF-13242-1,ORD512864,2024-04-02,Not applicable,Not applicable,4000.0,Not as pictured,Ops,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-13242,RF-13242-2,ORD508951,2023-12-11,Not applicable,Not applicable,22000.0,Unknown,Auto,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-13242,RF-13242-3,ORD527964,2025-06-22,Not applicable,Not applicable,27700.0,Damaged,Support,refund_id_shared_with_other_refunds
RF-13261,RF-13261,ORD513380,2024-05-12,Not applicable,Not applicable,15900.0,Not as pictured,Support,refund_date_format_resolved_by_refund_window
RF-13267,RF-13267,ORD510972,2024-03-10,Not applicable,Not applicable,16800.0,Damaged,Auto,No issues
RF-13274,RF-13274-1,ORD510654,2024-02-23,Not applicable,Not applicable,16200.0,Damaged,Support,refund_id_shared_with_other_refunds
RF-13274,RF-13274-2,ORD522004,2025-02-04,Not applicable,Not applicable,56800.0,Damaged,Support,refund_id_shared_with_other_refunds
RF-13288,RF-13288,ORD514570,2024-07-04,Not applicable,Not applicable,60100.0,Damaged,Support,No issues
RF-13292,RF-13292,ORD524924,2025-04-23,Not applicable,Not applicable,16300.0,Changed mind,Auto,No issues
RF-13309,RF-13309,ORD501702,2023-04-21,Not applicable,Not applicable,4800.0,Wrong size,Unknown,No issues
RF-13335,RF-13335,ORD524025,2025-03-29,Not applicable,Not applicable,14000.0,Unknown,Support,amount_written_as_negative
RF-13336,RF-13336,ORD514461,2024-06-22,Not applicable,Not applicable,12400.0,Late delivery,Ops,amount_written_as_negative
RF-13353,RF-13353,ORD504978,2023-08-21,Not applicable,Not applicable,11500.0,Not as pictured,Support,No issues
RF-13361,RF-13361-1,ORD524420,2025-03-05,Not applicable,Not applicable,2550.0,Damaged,Unknown,refund_id_shared_with_other_refunds
RF-13361,RF-13361-2,ORD521510,2025-01-19,Not applicable,Not applicable,9600.0,Unknown,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-13368,RF-13368,ORD525874,2025-04-28,Not applicable,Not applicable,55500.0,Damaged,Unknown,No issues
RF-13389,RF-13389,ORD504555,2023-08-13,Not applicable,Not applicable,4000.0,Duplicate order,Support,No issues
RF-13402,RF-13402,ORD524763,2025-03-27,Not applicable,Not applicable,5200.0,Changed mind,Ops,amount_written_as_negative
RF-13413,RF-13413-1,ORD515670,2024-08-14,Not applicable,Not applicable,25000.0,Unknown,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-13413,RF-13413-2,ORD524964,2025-04-02,Not applicable,Not applicable,27200.0,Wrong size,Auto,refund_id_shared_with_other_refunds
RF-13416,RF-13416,ORD514327,2024-05-18,Not applicable,Not applicable,23300.0,Changed mind,Unknown,No issues
RF-13421,RF-13421,ORD527044,2025-05-27,Not applicable,Not applicable,5800.0,Unknown,Auto,No issues
RF-13431,RF-13431,ORD506286,2023-10-14,Not applicable,Not applicable,10100.0,Changed mind,Unknown,amount_written_as_negative
RF-13454,RF-13454,ORD505770,2023-09-19,Not applicable,Not applicable,60400.0,Duplicate order,Ops,amount_written_as_negative
RF-13459,RF-13459,ORD515900,2024-07-25,Not applicable,Not applicable,23800.0,Changed mind,Ops,amount_written_as_negative
RF-13467,RF-13467,ORD520729,2025-01-03,Not applicable,Not applicable,5400.0,Wrong size,Support,amount_written_as_negative
RF-13470,RF-13470,ORD509090,2024-01-06,Not applicable,Not applicable,12100.0,Changed mind,Ops,No issues
RF-13471,RF-13471,ORD520891,2024-12-14,Not applicable,Not applicable,9600.0,Changed mind,Support,No issues
RF-13476,RF-13476,ORD528050,2025-07-09,Not applicable,Not applicable,185400.0,Wrong size,Ops,refund_date_format_resolved_by_refund_window
RF-13479,RF-13479,ORD508512,2023-12-26,Not applicable,Not applicable,39200.0,Damaged,Support,No issues
RF-13480,RF-13480,ORD503252,2023-06-24,Not applicable,Not applicable,7000.0,Damaged,Unknown,No issues
RF-13492,RF-13492,ORD516465,2024-09-04,Not applicable,Not applicable,11300.0,Late delivery,Unknown,amount_written_as_negative
RF-13499,RF-13499,ORD523164,2025-03-02,Not applicable,Not applicable,26900.0,Duplicate order,Support,amount_written_as_negative
RF-13500,RF-13500,ORD512534,2024-04-07,Not applicable,Not applicable,2750.0,Late delivery,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-13502,RF-13502,ORD523844,2025-02-22,Not applicable,Not applicable,25600.0,Changed mind,Ops,No issues
RF-13517,RF-13517,ORD513160,2024-04-04,Not applicable,Not applicable,69900.0,Late delivery,Auto,amount_written_as_negative
RF-13528,RF-13528,ORD522586,2025-01-21,Not applicable,Not applicable,9700.0,Wrong size,Unknown,amount_written_as_negative
RF-13532,RF-13532,ORD520957,2025-01-18,Not applicable,Not applicable,2500.0,Wrong size,Support,No issues
RF-13535,RF-13535,ORD516644,2024-08-21,Not applicable,Not applicable,13200.0,Changed mind,Support,amount_written_as_negative
RF-13546,RF-13546,ORD518646,2024-10-18,Not applicable,Not applicable,2150.0,Changed mind,Ops,amount_written_as_negative
RF-13549,RF-13549,ORD502325,2023-04-28,Not applicable,Not applicable,11100.0,Wrong size,Support,No issues
RF-13576,RF-13576,ORD520048,2024-11-23,Not applicable,Not applicable,6000.0,Wrong size,Support,No issues
RF-13593,RF-13593,ORD520904,2025-01-03,Not applicable,Not applicable,47250.0,Wrong size,Ops,amount_written_as_negative
RF-13598,RF-13598,ORD509893,2024-02-03,Not applicable,Not applicable,2650.0,Unknown,Support,amount_written_as_negative
RF-13604,RF-13604,ORD509637,2024-01-21,Not applicable,Not applicable,2500.0,Changed mind,Support,amount_written_as_negative
RF-13611,RF-13611,ORD527803,2025-06-16,Not applicable,Not applicable,5100.0,Late delivery,Ops,No issues
RF-13620,RF-13620,ORD506050,2023-10-17,Not applicable,Not applicable,15100.0,Not as pictured,Auto,No issues
RF-13622,RF-13622,ORD501599,2023-04-11,Not applicable,Not applicable,5400.0,Not as pictured,Auto,amount_written_as_negative
RF-13646,RF-13646,ORD521383,2025-01-20,Not applicable,Not applicable,33800.0,Damaged,Ops,No issues
RF-13656,RF-13656,ORD522087,2025-02-04,Not applicable,Not applicable,23200.0,Late delivery,Support,No issues
RF-13657,RF-13657,ORD516964,2024-09-02,Not applicable,Not applicable,4700.0,Late delivery,Support,refund_date_format_resolved_by_refund_window
RF-13662,RF-13662,ORD504976,2023-08-03,Not applicable,Not applicable,2200.0,Unknown,Auto,No issues
RF-13667,RF-13667,ORD526929,2025-05-06,Not applicable,Not applicable,6250.0,Damaged,Unknown,No issues
RF-13670,RF-13670,ORD525102,2025-04-22,Not applicable,Not applicable,25800.0,Changed mind,Support,refund_exceeds_order_value
RF-13672,RF-13672,ORD500183,2023-01-21,Not applicable,Not applicable,13700.0,Not as pictured,Support,No issues
